"","isAllNBA","Year","Player","Position","Rebounds","Assists","Blocks","Steals","Points","Turnovers","FieldGoalPercentage","MinutesPerGame","FoulsPerGame"
"10590",FALSE,2002,"Antonio Daniels","SG",2,2,0,0,9,0,0.44,26,1
"10591",FALSE,2002,"Antonio Davis","PF",9,2,1,0,14,2,0.426,38,2
"10592",FALSE,2002,"Baron Davis","PG",4,8,0,2,18,3,0.417,40,2
"10593",FALSE,2002,"Dale Davis","C",8,1,1,0,9,0,0.51,31,2
"10594",FALSE,2002,"Emanual Davis","PG",2,2,0,0,6,1,0.354,27,2
"10595",FALSE,2002,"Hubert Davis","SG",1,2,0,0,7,0,0.448,24,1
"10596",FALSE,2002,"Ricky Davis","SF",2,2,0,0,11,1,0.481,23,1
"10597",FALSE,2002,"Andrew DeClercq","C",2,0,0,0,2,0,0.45,10,2
"10598",FALSE,2002,"Vinny Del","PG",0,1,0,0,1,0,0.25,3,0
"10599",FALSE,2002,"Tony Delk","SG",3,2,0,0,9,0,0.384,22,1
"10600",FALSE,2002,"Tony Delk","SG",3,1,0,0,10,0,0.399,21,1
"10601",FALSE,2002,"Tony Delk","SG",3,2,0,1,7,0,0.349,25,1
"10602",FALSE,2002,"Derrick Dial","SG",1,1,0,0,3,0,0.342,9,0
"10603",FALSE,2002,"Derrick Dial","SG",1,1,0,0,2,0,0.319,9,0
"10604",FALSE,2002,"Derrick Dial","SG",1,0,0,0,4,0,0.423,7,0
"10605",FALSE,2002,"Michael Dickerson","SG",3,2,0,0,10,2,0.313,31,3
"10606",FALSE,2002,"DeSagana Diop","C",0,0,0,0,1,0,0.414,6,1
"10607",FALSE,2002,"Vlade Divac","C",8,3,1,0,11,1,0.472,30,2
"10608",FALSE,2002,"Michael Doleac","C",4,0,0,0,4,0,0.417,16,2
"10609",FALSE,2002,"Keyon Dooling","PG",0,0,0,0,4,0,0.386,11,1
"10610",FALSE,2002,"Bryce Drew","PG",1,1,0,0,3,0,0.429,12,0
"10611",FALSE,2002,"Predrag Drobnjak","C",3,0,0,0,6,0,0.461,18,1
"10612",FALSE,2002,"Chris Dudley","C",1,0,0,0,1,0,0.4,7,0
"10613",TRUE,2002,"Tim Duncan","PF",12,3,2,0,25,3,0.508,40,2
"10614",FALSE,2002,"Howard Eisley","PG",1,2,0,0,4,1,0.337,15,1
"10615",FALSE,2002,"Obinna Ekezie","PF",1,0,0,0,1,0,0.333,5,0
"10616",FALSE,2002,"LaPhonso Ellis","SF",4,0,0,0,7,1,0.418,25,2
"10617",FALSE,2002,"Evan Eschmeyer","C",3,0,0,0,2,0,0.42,9,1
"10618",FALSE,2002,"Maurice Evans","SG",0,0,0,0,2,0,0.474,4,0
"10619",FALSE,2002,"Patrick Ewing*","C",4,0,0,0,6,1,0.444,13,1
"10620",FALSE,2002,"Danny Ferry","SF",1,0,0,0,4,0,0.429,15,1
"10621",FALSE,2002,"Michael Finley","SF",5,3,0,0,20,1,0.463,39,2
"10622",FALSE,2002,"Derek Fisher","PG",2,2,0,0,11,0,0.411,28,1
"10623",FALSE,2002,"Marcus Fizer","PF",5,1,0,0,12,1,0.438,25,2
"10624",FALSE,2002,"Isaac Fontaine","SG",0,0,0,0,1,0,0.214,12,1
"10625",FALSE,2002,"Alton Ford","PF",2,0,0,0,3,0,0.517,8,1
"10626",FALSE,2002,"Joseph Forte","SG",0,0,0,0,0,0,0.083,4,0
"10627",FALSE,2002,"Danny Fortson","PF",11,1,0,0,11,2,0.428,28,3
"10628",FALSE,2002,"Greg Foster","PF",1,0,0,0,1,0,0.222,4,0
"10629",FALSE,2002,"Jeff Foster","C",6,0,0,0,5,0,0.449,21,2
"10630",FALSE,2002,"Antonis Fotsis","PF",2,0,0,0,3,0,0.404,11,0
"10631",FALSE,2002,"Tremaine Fowlkes","SF",2,0,0,0,3,0,0.391,15,1
"10632",FALSE,2002,"Rick Fox","SF",4,3,0,0,7,1,0.421,27,2
"10633",FALSE,2002,"Adonal Foyle","C",4,0,2,0,4,0,0.444,18,2
"10634",FALSE,2002,"Steve Francis","PG",7,6,0,1,21,3,0.417,41,3
"10635",FALSE,2002,"Lawrence Funderburke","PF",3,0,0,0,4,0,0.469,12,1
"10636",TRUE,2002,"Kevin Garnett","PF",12,5,1,1,21,2,0.47,39,2
"10637",FALSE,2002,"Dean Garrett","C",1,0,0,0,1,0,0.327,5,0
"10638",FALSE,2002,"Dean Garrett","C",1,0,0,0,0,0,0.35,5,0
"10639",FALSE,2002,"Dean Garrett","C",2,0,0,0,1,0,0.267,6,1
"10640",FALSE,2002,"Pat Garrity","PF",4,1,0,0,11,0,0.426,30,2
"10641",FALSE,2002,"Pau Gasol","C",8,2,2,0,17,2,0.518,36,2
"10642",FALSE,2002,"Chris Gatling","PF",3,0,0,0,6,1,0.447,14,2
"10643",FALSE,2002,"Matt Geiger","C",1,0,0,0,0,0,0.125,9,0
"10644",FALSE,2002,"Devean George","SF",3,1,0,0,7,0,0.411,21,2
"10645",FALSE,2002,"Eddie Gill","PG",1,2,0,0,5,1,0.424,16,1
"10646",FALSE,2002,"Kendall Gill","SG",2,1,0,0,5,0,0.384,21,2
"10647",FALSE,2002,"Dion Glover","SG",3,1,0,0,8,1,0.421,21,1
"10648",FALSE,2002,"Steve Goodrich","SF",0,0,0,0,0,0,0.2,5,1
"10649",FALSE,2002,"Brian Grant","PF",7,1,0,0,9,1,0.469,31,3
"10650",FALSE,2002,"Horace Grant","C",6,1,0,0,8,0,0.513,29,1
"10651",FALSE,2002,"Adrian Griffin","SG",3,1,0,1,7,0,0.499,23,2
"10652",FALSE,2002,"Eddie Griffin","PF",5,0,1,0,8,0,0.366,25,1
"10653",FALSE,2002,"Tom Gugliotta","PF",5,1,0,0,6,1,0.422,25,2
"10654",FALSE,2002,"A.J. Guyton","PG",0,1,0,0,5,0,0.361,13,0
"10655",FALSE,2002,"Darvin Ham","SF",2,1,0,0,4,1,0.569,17,2
"10656",FALSE,2002,"Richard Hamilton","SG",3,2,0,0,20,2,0.435,34,2
"10657",FALSE,2002,"Tang Hamilton","SF",2,0,0,0,2,0,0.526,10,1
"10658",FALSE,2002,"Zendon Hamilton","PF",4,0,0,0,6,1,0.42,15,1
"10659",FALSE,2002,"Anfernee Hardaway","SG",4,4,0,1,11,2,0.418,30,2
"10660",FALSE,2002,"Tim Hardaway","PG",1,4,0,0,9,1,0.365,23,1
"10661",FALSE,2002,"Tim Hardaway","PG",1,3,0,0,9,1,0.362,23,1
"10662",FALSE,2002,"Tim Hardaway","PG",1,5,0,1,9,2,0.373,23,1
"10663",FALSE,2002,"Matt Harpring","SF",7,1,0,0,11,1,0.461,31,2
"10664",FALSE,2002,"Al Harrington","PF",6,1,0,0,13,1,0.475,29,3
"10665",FALSE,2002,"Othella Harrington","PF",4,0,0,0,7,1,0.527,20,3
"10666",FALSE,2002,"Lucious Harris","SG",2,1,0,0,9,0,0.464,20,1
"10667",FALSE,2002,"Jason Hart","PG",1,1,0,0,2,0,0.526,9,1
"10668",FALSE,2002,"Antonio Harvey","PF",1,1,0,0,1,0,0.333,9,1
"10669",FALSE,2002,"Donnell Harvey","PF",4,0,0,0,5,0,0.498,17,2
"10670",FALSE,2002,"Donnell Harvey","PF",2,0,0,0,2,0,0.538,9,1
"10671",FALSE,2002,"Donnell Harvey","PF",6,1,0,0,8,0,0.492,23,3
"10672",FALSE,2002,"Trenton Hassell","SG",3,2,0,0,8,1,0.425,28,2
"10673",FALSE,2002,"Kirk Haston","PF",1,0,0,0,1,0,0.282,5,0
"10674",FALSE,2002,"Brendan Haywood","C",5,0,1,0,5,0,0.493,20,2
"10675",FALSE,2002,"Alan Henderson","PF",3,0,0,0,5,0,0.509,16,1
"10676",FALSE,2002,"Cedric Henderson","SF",0,0,0,0,3,0,0.484,5,0
"10677",FALSE,2002,"Grant Hill","SF",8,4,0,0,16,2,0.426,36,2
"10678",FALSE,2002,"Tyrone Hill","PF",10,0,0,0,8,1,0.39,31,3
"10679",FALSE,2002,"Fred Hoiberg","SG",2,1,0,0,4,0,0.416,17,1
"10680",FALSE,2002,"Robert Horry","PF",5,2,1,0,6,1,0.398,26,2
"10681",FALSE,2002,"Eddie House","PG",1,1,0,0,8,1,0.399,19,1
"10682",FALSE,2002,"Allan Houston","SG",3,2,0,0,20,2,0.437,37,2
"10683",FALSE,2002,"Juwan Howard","PF",7,2,0,0,14,1,0.46,32,3
"10684",FALSE,2002,"Juwan Howard","PF",7,1,0,0,12,1,0.462,31,3
"10685",FALSE,2002,"Juwan Howard","PF",7,2,0,0,17,2,0.457,34,3
"10686",FALSE,2002,"Troy Hudson","PG",1,3,0,0,11,2,0.434,22,1
"10687",FALSE,2002,"Larry Hughes","SG",3,4,0,1,12,2,0.423,28,2
"10688",FALSE,2002,"Lindsey Hunter","PG",1,1,0,0,5,0,0.382,19,1
"10689",FALSE,2002,"Steven Hunter","C",1,0,0,0,3,0,0.456,9,1
"10690",FALSE,2002,"Zydrunas Ilgauskas","C",5,1,1,0,11,1,0.425,21,3
"10691",FALSE,2002,"Allen Iverson*","SG",4,5,0,2,31,3,0.398,43,1
"10692",FALSE,2002,"Bobby Jackson","PG",3,2,0,0,11,1,0.443,21,1
"10693",FALSE,2002,"Jaren Jackson","SG",1,0,0,0,4,0,0.405,16,1
"10694",FALSE,2002,"Jermaine Jackson","SG",1,2,0,0,2,0,0.476,11,1
"10695",FALSE,2002,"Jim Jackson","SF",5,2,0,0,10,1,0.442,33,2
"10696",FALSE,2002,"Marc Jackson","C",3,0,0,0,4,0,0.366,12,1
"10697",FALSE,2002,"Marc Jackson","C",2,0,0,0,4,0,0.338,9,1
"10698",FALSE,2002,"Marc Jackson","C",3,0,0,0,4,0,0.384,14,2
"10699",FALSE,2002,"Mark Jackson","PG",3,7,0,0,8,1,0.439,28,1
"10700",FALSE,2002,"Stephen Jackson","SF",1,0,0,0,3,1,0.374,9,1
"10701",FALSE,2002,"Jerome James","C",4,0,1,0,5,1,0.491,16,3
"10702",FALSE,2002,"Mike James","PG",0,1,0,0,2,0,0.349,7,1
"10703",FALSE,2002,"Tim James","SF",0,0,0,0,1,0,0.385,4,0
"10704",FALSE,2002,"Antawn Jamison","SF",6,1,0,0,19,1,0.447,36,2
"10705",FALSE,2002,"Harold Jamison","PF",1,0,0,0,2,0,0.512,7,0
"10706",FALSE,2002,"Richard Jefferson","SF",3,1,0,0,9,1,0.457,24,2
"10707",FALSE,2002,"Anthony Johnson","SG",0,1,0,0,2,0,0.411,10,0
"10708",FALSE,2002,"Avery Johnson","PG",1,4,0,0,7,1,0.479,19,1
"10709",FALSE,2002,"Avery Johnson","PG",1,5,0,0,9,1,0.486,23,1
"10710",FALSE,2002,"Avery Johnson","PG",0,1,0,0,3,0,0.429,8,1
"10711",FALSE,2002,"DerMarr Johnson","SF",3,1,0,0,8,1,0.396,23,2
"10712",FALSE,2002,"Ervin Johnson","C",5,0,1,0,2,0,0.461,20,2
"10713",FALSE,2002,"Joe Johnson","SG",3,2,0,0,7,0,0.43,24,1
"10714",FALSE,2002,"Joe Johnson","SG",2,1,0,0,6,0,0.439,20,1
"10715",FALSE,2002,"Joe Johnson","SG",4,3,0,0,9,1,0.42,31,1
"10716",FALSE,2002,"Alvin Jones","C",1,0,0,0,1,0,0.4,5,1
"10717",FALSE,2002,"Damon Jones","PG",1,2,0,0,5,0,0.401,16,1
"10718",FALSE,2002,"Eddie Jones","SG",4,3,0,1,18,1,0.432,38,3
"10719",FALSE,2002,"Jumaine Jones","PF",6,1,0,0,8,0,0.448,26,2
"10720",FALSE,2002,"Popeye Jones","PF",7,1,0,0,7,1,0.437,24,2
"10721",FALSE,2002,"Michael Jordan*","SF",5,5,0,1,22,2,0.416,34,1
"10722",FALSE,2002,"Shawn Kemp","PF",3,0,0,0,6,1,0.43,16,2
"10723",FALSE,2002,"Steve Kerr","PG",0,0,0,0,4,0,0.47,11,0
"10724",TRUE,2002,"Jason Kidd","PG",7,9,0,2,14,3,0.391,37,1
"10725",FALSE,2002,"Andrei Kirilenko","SF",4,1,1,1,10,1,0.45,26,1
"10726",FALSE,2002,"Kerry Kittles","SG",3,2,0,1,13,1,0.466,31,1
"10727",FALSE,2002,"Brevin Knight","PG",2,5,0,1,7,2,0.422,21,2
"10728",FALSE,2002,"Travis Knight","C",2,0,0,0,2,0,0.363,8,1
"10729",FALSE,2002,"Toni Kukoc","SF",3,3,0,0,9,1,0.419,25,1
"10730",FALSE,2002,"Christian Laettner","PF",5,2,0,1,7,1,0.464,25,2
"10731",FALSE,2002,"Raef LaFrentz","C",7,1,2,0,13,1,0.458,31,3
"10732",FALSE,2002,"Raef LaFrentz","C",7,1,3,0,14,1,0.466,32,3
"10733",FALSE,2002,"Raef LaFrentz","C",7,1,2,0,10,1,0.437,29,4
"10734",FALSE,2002,"Trajan Langdon","SG",1,1,0,0,4,0,0.398,10,1
"10735",FALSE,2002,"Dan Langhi","SF",1,0,0,0,3,0,0.392,12,0
"10736",FALSE,2002,"Rusty LaRue","PG",1,2,0,0,5,1,0.395,16,1
"10737",FALSE,2002,"Voshon Lenard","SG",2,1,0,0,11,1,0.41,23,1
"10738",FALSE,2002,"Quincy Lewis","SG",1,1,0,0,4,0,0.448,13,2
"10739",FALSE,2002,"Rashard Lewis","SF",7,1,0,1,16,1,0.468,36,2
"10740",FALSE,2002,"Randy Livingston","PG",1,2,0,0,3,0,0.278,13,0
"10741",FALSE,2002,"Art Long","PF",3,0,0,0,4,1,0.492,15,2
"10742",FALSE,2002,"Grant Long","PF",3,2,0,0,6,1,0.426,28,1
"10743",FALSE,2002,"Felipe Lopez","SG",1,0,0,0,2,0,0.378,8,1
"10744",FALSE,2002,"Tyronn Lue","PG",1,3,0,0,7,1,0.427,20,1
"10745",FALSE,2002,"George Lynch","SF",4,1,0,0,3,0,0.369,19,1
"10746",FALSE,2002,"Todd MacCulloch","C",6,1,1,0,9,1,0.531,24,2
"10747",FALSE,2002,"Sam Mack","SF",1,0,0,0,3,0,0.286,13,1
"10748",FALSE,2002,"Mark Madsen","PF",2,0,0,0,2,0,0.452,11,1
"10749",FALSE,2002,"Corey Maggette","SG",3,1,0,0,11,1,0.443,25,2
"10750",FALSE,2002,"Jamaal Magloire","C",5,0,1,0,8,1,0.551,18,2
"10751",FALSE,2002,"Dan Majerle","SG",2,1,0,0,4,0,0.343,18,1
"10752",FALSE,2002,"Karl Malone*","PF",8,4,0,1,22,3,0.454,38,2
"10753",FALSE,2002,"Danny Manning","PF",2,0,0,0,4,0,0.477,13,1
"10754",FALSE,2002,"Stephon Marbury","PG",3,8,0,0,20,3,0.442,38,2
"10755",FALSE,2002,"Shawn Marion","SF",9,2,1,1,19,1,0.469,38,2
"10756",FALSE,2002,"Sean Marks","C",3,0,0,0,4,0,0.432,15,1
"10757",FALSE,2002,"Donny Marshall","SF",1,0,0,0,1,0,0.276,5,0
"10758",FALSE,2002,"Donyell Marshall","SF",7,1,1,0,14,2,0.519,30,2
"10759",FALSE,2002,"Darrick Martin","PG",0,1,0,0,0,0,0,7,1
"10760",FALSE,2002,"Kenyon Martin","PF",5,2,1,1,14,2,0.463,34,3
"10761",FALSE,2002,"Jamal Mashburn","SF",6,4,0,1,21,2,0.407,40,2
"10762",FALSE,2002,"Anthony Mason","PF",7,4,0,0,9,1,0.505,38,2
"10763",FALSE,2002,"Desmond Mason","SF",4,1,0,0,12,1,0.464,32,2
"10764",FALSE,2002,"Tony Massenburg","PF",4,0,0,0,5,0,0.456,17,2
"10765",FALSE,2002,"Walter McCarty","PF",2,0,0,0,3,0,0.444,12,1
"10766",FALSE,2002,"Amal McCaskill","C",1,0,0,0,1,0,0.408,5,0
"10767",FALSE,2002,"George McCloud","SF",3,2,0,0,8,2,0.358,26,2
"10768",FALSE,2002,"Jelani McCoy","C",1,0,0,0,1,0,0.571,4,0
"10769",FALSE,2002,"Antonio McDyess","PF",5,1,0,1,11,2,0.573,23,2
"10770",TRUE,2002,"Tracy McGrady","SG",7,5,0,1,25,2,0.451,38,1
"10771",FALSE,2002,"Jeff McInnis","PG",2,6,0,0,14,1,0.413,37,2
"10772",FALSE,2002,"Derrick McKey","SF",3,1,0,1,2,0,0.426,19,2
"10773",FALSE,2002,"Aaron McKie","SG",4,3,0,1,12,1,0.449,30,1
"10774",FALSE,2002,"Stanislav Medvedenko","C",2,0,0,0,4,0,0.477,10,1
"10775",FALSE,2002,"Ron Mercer","SG",3,2,0,0,13,1,0.397,32,2
"10776",FALSE,2002,"Ron Mercer","SG",3,2,0,0,16,1,0.399,37,2
"10777",FALSE,2002,"Ron Mercer","SG",1,0,0,0,4,0,0.373,16,1
"10778",FALSE,2002,"Chris Mihm","C",5,0,1,0,7,1,0.42,22,3
"10779",FALSE,2002,"Darius Miles","SF",5,2,1,0,9,1,0.481,27,2
"10780",FALSE,2002,"Andre Miller","PG",4,10,0,1,16,3,0.454,37,2
"10781",FALSE,2002,"Brad Miller","C",8,2,0,1,13,1,0.499,29,3
"10782",FALSE,2002,"Brad Miller","C",8,2,0,1,12,1,0.46,28,3
"10783",FALSE,2002,"Brad Miller","C",7,1,0,0,15,1,0.562,31,3
"10784",FALSE,2002,"Mike Miller","SF",4,3,0,0,15,1,0.438,33,2
"10785",FALSE,2002,"Reggie Miller*","SG",2,3,0,1,16,1,0.453,36,1
"10786",FALSE,2002,"Chris Mills","SF",2,1,0,0,7,0,0.417,18,1
"10787",FALSE,2002,"Sam Mitchell","SF",1,0,0,0,3,0,0.432,9,1
"10788",FALSE,2002,"Cuttino Mobley","SG",4,2,0,1,21,2,0.438,42,2
"10789",FALSE,2002,"Nazr Mohammed","C",7,0,0,0,9,1,0.461,26,3
"10790",FALSE,2002,"Jerome Moiso","C",1,0,0,0,1,0,0.4,5,0
"10791",FALSE,2002,"Eric Montross","C",2,0,0,0,2,0,0.402,13,1
"10792",FALSE,2002,"Mikki Moore","C",1,0,0,0,2,0,0.475,7,1
"10793",FALSE,2002,"Terence Morris","SF",3,0,0,0,3,0,0.384,16,1
"10794",FALSE,2002,"Hanno Mottola","C",3,0,0,0,4,0,0.44,16,2
"10795",FALSE,2002,"Alonzo Mourning*","C",8,1,2,0,15,2,0.516,32,3
"10796",FALSE,2002,"Troy Murphy","PF",3,0,0,0,5,1,0.421,17,2
"10797",FALSE,2002,"Lamond Murray","SF",5,2,0,0,16,1,0.436,32,2
"10798",FALSE,2002,"Tracy Murray","SF",1,0,0,0,5,0,0.411,11,0
"10799",FALSE,2002,"Dikembe Mutombo*","C",10,1,2,0,11,1,0.501,36,3
"10800",FALSE,2002,"Mamadou N'Diaye","C",2,0,0,0,4,0,0.6,9,1
"10801",FALSE,2002,"Lee Nailon","SF",3,1,0,0,10,1,0.483,24,2
"10802",FALSE,2002,"Eduardo Najera","PF",5,0,0,0,6,0,0.5,21,2
"10803",FALSE,2002,"Steve Nash","PG",3,7,0,0,17,2,0.483,34,2
"10804",FALSE,2002,"Tyrone Nesby","SF",4,1,0,0,6,0,0.435,21,2
"10805",FALSE,2002,"Rasho Nesterovic","C",6,0,1,0,8,1,0.493,27,3
"10806",FALSE,2002,"Ira Newble","SF",5,1,0,0,8,1,0.498,30,2
"10807",FALSE,2002,"Johnny Newman","SF",1,0,0,0,4,0,0.453,15,1
"10808",FALSE,2002,"Moochie Norris","PG",3,4,0,0,8,1,0.398,27,1
"10809",TRUE,2002,"Dirk Nowitzki","C",9,2,1,1,23,1,0.477,38,2
"10810",FALSE,2002,"Jermaine O'Neal","PF",10,1,2,0,19,2,0.479,37,3
"10811",FALSE,2002,"Shaquille O'Neal*","C",10,2,2,0,27,2,0.579,36,2
"10812",FALSE,2002,"Charles Oakley","PF",6,2,0,0,3,1,0.369,24,3
"10813",FALSE,2002,"Lamar Odom","SF",6,5,1,0,13,3,0.419,34,3
"10814",FALSE,2002,"Hakeem Olajuwon*","C",6,1,1,1,7,1,0.464,22,2
"10815",FALSE,2002,"Dean Oliver","PG",0,1,0,0,2,0,0.37,6,0
"10816",FALSE,2002,"Kevin Ollie","PG",2,3,0,0,5,1,0.388,21,1
"10817",FALSE,2002,"Kevin Ollie","PG",2,3,0,0,5,1,0.383,22,1
"10818",FALSE,2002,"Kevin Ollie","PG",1,3,0,0,5,0,0.4,19,1
"10819",FALSE,2002,"Michael Olowokandi","C",8,1,1,0,11,2,0.433,32,2
"10820",FALSE,2002,"Greg Ostertag","C",4,0,1,0,3,0,0.453,14,2
"10821",FALSE,2002,"Bo Outlaw","PF",4,1,1,0,4,1,0.555,23,2
"10822",FALSE,2002,"Bo Outlaw","PF",2,0,0,0,3,1,0.619,16,2
"10823",FALSE,2002,"Bo Outlaw","PF",4,1,1,0,4,1,0.55,24,2
"10824",FALSE,2002,"Doug Overton","PG",0,0,0,0,2,0,0.318,7,0
"10825",FALSE,2002,"Olumide Oyedeji","C",2,0,0,0,1,0,0.537,6,1
"10826",FALSE,2002,"Robert Pack","PG",1,3,0,0,3,1,0.368,15,2
"10827",FALSE,2002,"Scott Padgett","PF",3,1,0,0,6,0,0.476,17,1
"10828",FALSE,2002,"Milt Palacio","PG-SG",1,1,0,0,3,0,0.383,11,0
"10829",FALSE,2002,"Milt Palacio","PG",1,1,0,0,3,0,0.385,12,0
"10830",FALSE,2002,"Milt Palacio","SG",0,1,0,0,2,0,0.38,9,0
"10831",FALSE,2002,"Tony Parker","PG",2,4,0,1,9,1,0.419,29,2
"10832",FALSE,2002,"Cherokee Parks","C",1,0,0,0,1,0,0.361,5,0
"10833",FALSE,2002,"Ruben Patterson","SF",3,1,0,1,11,1,0.515,23,1
"10834",FALSE,2002,"Gary Payton*","PG",4,8,0,1,22,2,0.467,40,2
"10835",FALSE,2002,"Anthony Peeler","SG",2,2,0,0,8,0,0.421,25,1
"10836",FALSE,2002,"Mike Penberthy","PG",0,0,0,0,1,0,0.5,4,0
"10837",FALSE,2002,"Elliot Perry","PG",2,3,0,1,5,3,0.5,24,3
"10838",FALSE,2002,"Wesley Person","SG",3,2,0,0,15,0,0.495,35,1
"10839",FALSE,2002,"Morris Peterson","SF",3,2,0,1,14,1,0.438,31,2
"10840",FALSE,2002,"Eric Piatkowski","SG",2,1,0,0,8,0,0.439,24,1
"10841",FALSE,2002,"Paul Pierce","SG",6,3,1,1,26,2,0.442,40,2
"10842",FALSE,2002,"Scottie Pippen*","SF",5,5,0,1,10,2,0.411,32,2
"10843",FALSE,2002,"Scot Pollard","C",7,0,0,0,6,0,0.55,23,2
"10844",FALSE,2002,"Mark Pope","PF",1,0,0,0,1,0,0.396,9,1
"10845",FALSE,2002,"Terry Porter","PG",2,2,0,0,5,1,0.424,17,1
"10846",FALSE,2002,"James Posey","SF",5,2,0,1,10,1,0.376,30,3
"10847",FALSE,2002,"Lavor Postell","SG",0,0,0,0,4,0,0.333,7,0
"10848",FALSE,2002,"Vitaly Potapenko","C",4,0,0,0,4,0,0.455,17,2
"10849",FALSE,2002,"Brent Price","PG",0,0,0,0,1,0,0.333,4,0
"10850",FALSE,2002,"Joel Przybilla","C",3,0,1,0,2,0,0.535,15,2
"10851",FALSE,2002,"Vladimir Radmanovic","PF",3,1,0,0,6,1,0.412,20,1
"10852",FALSE,2002,"Zach Randolph","PF",1,0,0,0,2,0,0.449,5,0
"10853",FALSE,2002,"Theo Ratliff","C",5,0,2,0,8,2,0.5,27,2
"10854",FALSE,2002,"Zeljko Rebraca","C",3,0,0,0,6,1,0.505,15,2
"10855",FALSE,2002,"Eldridge Recasner","PG-SG",0,0,0,0,0,0,0.333,5,0
"10857",FALSE,2002,"Eldridge Recasner","PG",0,1,0,0,1,0,0.333,6,0
"10858",FALSE,2002,"Michael Redd","SG",3,1,0,0,11,0,0.483,21,1
"10859",FALSE,2002,"Don Reid","PF",2,0,0,0,3,0,0.474,10,2
"10860",FALSE,2002,"Glen Rice","SF",2,1,0,0,8,1,0.389,30,1
"10861",FALSE,2002,"Jason Richardson","SG",4,2,0,1,14,2,0.426,32,2
"10862",FALSE,2002,"Norm Richardson","SG",0,0,0,0,2,0,0.385,6,0
"10863",FALSE,2002,"Norm Richardson","SG",0,0,0,0,0,0,0,1,0
"10864",FALSE,2002,"Norm Richardson","SG",0,0,0,0,3,0,0.435,7,0
"10865",FALSE,2002,"Quentin Richardson","SG",4,1,0,0,13,1,0.432,26,1
"10866",FALSE,2002,"Mitch Richmond*","SG",1,0,0,0,4,0,0.405,11,0
"10867",FALSE,2002,"Isaiah Rider","SG",3,1,0,0,9,1,0.457,17,1
"10868",FALSE,2002,"Clifford Robinson","PF",4,2,1,1,14,1,0.425,35,3
"10869",FALSE,2002,"David Robinson*","C",8,1,1,1,12,1,0.507,29,2
"10870",FALSE,2002,"Eddie Robinson","SF",2,1,0,0,9,1,0.453,22,1
"10871",FALSE,2002,"Glenn Robinson","SF",6,2,0,1,20,2,0.467,35,2
"10872",FALSE,2002,"Larry Robinson","SG",1,0,0,0,1,0,0.25,5,0
"10873",FALSE,2002,"Carlos Rogers","C",1,0,0,0,2,0,0.558,7,0
"10874",FALSE,2002,"Rodney Rogers","SF",4,1,0,0,11,1,0.471,24,2
"10875",FALSE,2002,"Rodney Rogers","SF",4,1,0,1,12,1,0.466,25,2
"10876",FALSE,2002,"Rodney Rogers","SF",3,1,0,0,10,1,0.482,23,2
"10877",FALSE,2002,"Sean Rooks","C",2,0,0,0,3,0,0.418,11,1
"10878",FALSE,2002,"Jalen Rose","SF",4,4,0,0,20,2,0.455,37,3
"10879",FALSE,2002,"Jalen Rose","SF",4,3,0,0,18,1,0.444,36,2
"10880",FALSE,2002,"Jalen Rose","SF",4,5,0,1,23,3,0.47,40,3
"10881",FALSE,2002,"Malik Rose","PF",6,0,0,0,9,1,0.463,21,2
"10882",FALSE,2002,"Michael Ruffin","PF",3,0,0,0,1,0,0.269,11,1
"10883",FALSE,2002,"Bryon Russell","SG",4,2,0,0,9,1,0.38,30,3
"10884",FALSE,2002,"Daniel Santiago","C",2,0,0,0,2,0,0.5,8,1
"10885",FALSE,2002,"Jeryl Sasser","SG",1,0,0,0,1,0,0.214,5,0
"10886",FALSE,2002,"Kenny Satterfield","PG",1,3,0,0,5,1,0.367,15,1
"10887",FALSE,2002,"Brian Scalabrine","PF",1,0,0,0,2,0,0.343,10,1
"10888",FALSE,2002,"Shawnelle Scott","C",4,0,0,0,3,0,0.493,12,2
"10889",FALSE,2002,"Ansu Sesay","SF",2,0,0,0,6,0,0.5,15,2
"10890",FALSE,2002,"Brian Shaw","PG",1,1,0,0,2,0,0.353,10,0
"10891",FALSE,2002,"Bobby Simmons","SF",1,0,0,0,3,0,0.453,11,1
"10893",FALSE,2002,"Brian Skinner","PF",4,0,0,0,3,0,0.543,17,2
"10894",FALSE,2002,"Reggie Slater","PF",1,0,0,0,2,0,0.467,5,0
"10895",FALSE,2002,"Reggie Slater","PF",0,0,0,0,1,0,1,2,0
"10896",FALSE,2002,"Reggie Slater","PF",1,0,0,0,4,0,0.385,9,0
"10897",FALSE,2002,"Charles Smith","SG",2,1,0,0,7,0,0.425,19,1
"10898",FALSE,2002,"Jabari Smith","C",1,0,0,0,3,0,0.413,7,1
"10899",FALSE,2002,"Jabari Smith","C",1,0,0,0,1,0,0.286,5,1
"10900",FALSE,2002,"Jabari Smith","C",1,0,0,0,5,0,0.476,10,1
"10901",FALSE,2002,"Joe Smith","C",6,1,0,0,10,1,0.511,26,3
"10902",FALSE,2002,"Leon Smith","C",2,0,0,0,2,0,0.385,7,0
"10903",FALSE,2002,"Steve Smith","SG",2,1,0,0,11,1,0.455,28,2
"10904",FALSE,2002,"Eric Snow","PG",3,6,0,1,12,2,0.442,36,2
"10905",FALSE,2002,"Will Solomon","SG",1,1,0,0,5,1,0.341,14,1
