"","isAllNBA","Year","Player","Position","Rebounds","Assists","Blocks","Steals","Points","Turnovers","FieldGoalPercentage","MinutesPerGame","FoulsPerGame"
"1614",FALSE,1982,"Caldwell Jones","C",8,1,1,0,7,1,0.497,30,3
"1615",FALSE,1982,"Dwight Jones","PF",6,1,0,0,9,1,0.53,26,2
"1616",FALSE,1982,"Edgar Jones","PF",4,0,1,0,7,1,0.548,16,3
"1617",FALSE,1982,"Major Jones","PF",3,0,0,0,4,0,0.531,12,1
"1618",FALSE,1982,"Eddie Jordan","PG",0,2,0,1,3,1,0.428,10,1
"1619",FALSE,1982,"Jeff Judkins","SF",1,0,0,0,2,0,0.383,8,1
"1620",FALSE,1982,"Clarence Kea","PF",1,0,0,0,2,0,0.531,7,1
"1621",FALSE,1982,"Rich Kelley","C",6,3,0,0,7,3,0.467,23,3
"1622",FALSE,1982,"Greg Kelser","SF",3,0,0,0,5,1,0.428,12,2
"1623",FALSE,1982,"Greg Kelser","SF",3,1,0,0,8,2,0.407,16,2
"1624",FALSE,1982,"Greg Kelser","SF",3,0,0,0,4,1,0.438,11,2
"1625",FALSE,1982,"Larry Kenon","PF",3,1,0,0,7,1,0.466,17,1
"1626",FALSE,1982,"Albert King","SF",4,1,0,0,12,2,0.482,22,3
"1627",FALSE,1982,"Bernard King*","SF",5,3,0,0,23,3,0.566,36,3
"1628",FALSE,1982,"Reggie King","SF",6,2,0,1,12,1,0.509,32,2
"1629",FALSE,1982,"Billy Knight","SF",3,1,0,0,12,1,0.495,22,1
"1630",FALSE,1982,"Toby Knight","SF",2,0,0,0,5,0,0.557,13,1
"1631",FALSE,1982,"Joel Kramer","PF",1,0,0,0,2,0,0.414,9,1
"1632",FALSE,1982,"Kevin Kunnert","C",3,0,0,0,2,0,0.417,11,2
"1633",FALSE,1982,"Mitch Kupchak","PF",8,1,0,0,14,1,0.573,31,3
"1634",FALSE,1982,"Sam Lacey","C",1,1,0,0,2,1,0.435,11,2
"1635",FALSE,1982,"Sam Lacey","C",2,2,0,1,3,1,0.6,10,1
"1636",FALSE,1982,"Sam Lacey","C",1,1,0,0,2,1,0.43,12,2
"1637",FALSE,1982,"Tom LaGarde","C",4,1,0,0,6,1,0.42,19,2
"1638",FALSE,1982,"Bill Laimbeer","C",7,1,0,0,8,1,0.494,22,3
"1639",FALSE,1982,"Bill Laimbeer","C",5,0,0,0,6,1,0.47,17,3
"1640",FALSE,1982,"Bill Laimbeer","C",11,1,1,0,12,2,0.516,31,4
"1641",FALSE,1982,"John Lambert","PF",2,0,0,0,3,0,0.437,12,1
"1642",FALSE,1982,"John Lambert","PF",3,0,0,0,3,0,0.432,11,1
"1643",FALSE,1982,"John Lambert","PF",2,0,0,0,3,0,0.448,12,2
"1644",FALSE,1982,"Jeff Lamp","SF",1,0,0,0,4,0,0.51,11,1
"1645",FALSE,1982,"Mark Landsberger","PF",5,0,0,0,4,0,0.438,15,1
"1646",FALSE,1982,"Bob Lanier*","C",5,2,0,0,13,2,0.558,26,2
"1647",FALSE,1982,"Allen Leavell","PG",2,5,0,1,10,1,0.467,27,2
"1648",FALSE,1982,"Rock Lee","C",0,1,0,0,1,0,0.5,5,1
"1649",FALSE,1982,"Ron Lee","PG",1,3,0,1,3,1,0.358,18,2
"1650",FALSE,1982,"Ronnie Lester","PG",2,4,0,1,11,2,0.501,30,2
"1651",FALSE,1982,"Alton Lister","C",4,1,1,0,4,1,0.519,14,2
"1652",FALSE,1982,"Lewis Lloyd","SG",1,0,0,0,3,0,0.556,5,1
"1653",FALSE,1982,"Scott Lloyd","PF",2,0,0,0,3,0,0.379,14,2
"1654",FALSE,1982,"Kevin Loder","SF",2,1,0,0,6,0,0.464,16,2
"1655",FALSE,1982,"John Long","SG",3,2,0,0,21,2,0.492,32,2
"1656",FALSE,1982,"John Lucas","PG",2,6,0,1,8,1,0.426,24,1
"1657",FALSE,1982,"Maurice Lucas","PF",11,2,0,0,15,2,0.504,33,3
"1658",FALSE,1982,"Ollie Mack","SG",1,1,0,0,3,0,0.322,11,0
"1659",FALSE,1982,"Rudy Macklin","SF",3,0,0,0,7,1,0.434,19,2
"1660",FALSE,1982,"Kyle Macy","PG",3,4,0,1,14,1,0.514,34,2
"1661",FALSE,1982,"Rick Mahorn","PF",8,1,1,0,12,2,0.507,33,4
"1662",FALSE,1982,"Moses Malone*","C",14,1,1,0,31,3,0.519,41,2
"1663",FALSE,1982,"Wes Matthews","PG",1,2,0,1,6,1,0.44,17,2
"1664",FALSE,1982,"Cedric Maxwell","SF",6,2,0,1,14,2,0.548,33,3
"1665",FALSE,1982,"Scott May","SF",3,2,0,0,8,1,0.508,18,2
"1666",FALSE,1982,"Bob McAdoo*","C",3,0,0,0,9,1,0.458,18,2
"1667",FALSE,1982,"John McCullough","SG",0,0,0,0,2,0,0.692,2,0
"1668",FALSE,1982,"Hank McDowell","PF",3,0,0,0,3,0,0.405,11,1
"1669",FALSE,1982,"Jim McElroy","PG",0,1,0,0,6,1,0.416,17,2
"1670",FALSE,1982,"Mike McGee","SF",1,0,0,0,4,0,0.465,9,1
"1671",FALSE,1982,"George McGinnis","PF",5,2,0,1,4,1,0.373,17,2
"1672",FALSE,1982,"Kevin McHale*","PF",6,1,2,0,13,1,0.531,28,3
"1673",FALSE,1982,"Kevin McKenna","SG",0,0,0,0,1,0,0.322,6,1
"1674",FALSE,1982,"Billy McKinney","PG",1,4,0,0,10,1,0.528,24,2
"1675",FALSE,1982,"Tom McMillen","C",4,1,0,0,9,1,0.509,24,2
"1676",FALSE,1982,"Joe Meriweather","C",4,0,1,0,6,1,0.516,21,3
"1677",FALSE,1982,"Mike Mitchell","SF",7,0,0,0,20,1,0.51,36,3
"1678",FALSE,1982,"Mike Mitchell","SF",5,1,0,1,19,2,0.454,36,2
"1679",FALSE,1982,"Mike Mitchell","SF",7,0,0,0,20,1,0.539,36,3
"1680",FALSE,1982,"Steve Mix","SF",3,1,0,0,7,0,0.506,16,1
"1681",FALSE,1982,"Paul Mokeski","C",3,0,0,0,3,0,0.435,12,2
"1682",FALSE,1982,"Paul Mokeski","C",3,0,0,0,3,1,0.441,13,2
"1683",FALSE,1982,"Paul Mokeski","C",3,0,0,0,3,0,0.427,12,2
"1684",TRUE,1982,"Sidney Moncrief","SG",6,4,0,1,19,2,0.523,37,2
"1685",FALSE,1982,"Johnny Moore","PG",3,9,0,2,9,2,0.463,29,3
"1686",FALSE,1982,"Lowes Moore","PG",1,3,0,1,11,1,0.5,17,3
"1687",FALSE,1982,"Calvin Murphy*","PG",0,2,0,0,10,1,0.427,18,2
"1688",FALSE,1982,"Larry Nance","PF",3,1,0,0,6,1,0.521,14,2
"1689",FALSE,1982,"Swen Nater","C",9,1,0,0,12,2,0.577,27,3
"1690",FALSE,1982,"Calvin Natt","SF",8,2,0,0,17,1,0.576,34,2
"1691",FALSE,1982,"Mike Newlin","SG",1,2,0,0,9,1,0.465,19,2
"1692",FALSE,1982,"Carl Nicks","SG",2,1,0,0,7,1,0.454,16,2
"1693",FALSE,1982,"Kurt Nimphius","C",4,0,1,0,5,0,0.461,17,3
"1694",FALSE,1982,"Norm Nixon","PG",2,7,0,1,17,2,0.493,36,3
"1695",FALSE,1982,"Mike O'Koren","SF",3,2,0,1,11,1,0.492,25,2
"1696",FALSE,1982,"Mark Olberding","PF",6,2,0,0,13,2,0.472,30,3
"1697",FALSE,1982,"Jawann Oldham","C",1,0,0,0,1,0,0.361,5,1
"1698",FALSE,1982,"Louis Orr","SF",4,1,0,0,11,1,0.497,24,2
"1699",FALSE,1982,"Tom Owens","PF",5,1,0,0,10,1,0.47,21,3
"1700",FALSE,1982,"Robert Parish*","C",10,1,2,0,19,2,0.542,31,3
"1701",FALSE,1982,"Sonny Parker","SF",2,1,0,0,3,0,0.473,12,1
"1702",FALSE,1982,"Billy Paultz","C",2,0,0,0,3,0,0.394,12,1
"1703",FALSE,1982,"Jim Paxson","SG",2,3,0,1,18,1,0.526,33,1
"1704",FALSE,1982,"Sam Pellom","PF",3,0,0,0,4,0,0.454,15,2
"1705",FALSE,1982,"Roger Phegley","SG",1,1,0,0,6,0,0.46,14,1
"1706",FALSE,1982,"Roger Phegley","SG",2,1,0,0,9,1,0.486,20,2
"1707",FALSE,1982,"Roger Phegley","SG",1,1,0,0,5,0,0.44,11,1
"1708",FALSE,1982,"Ben Poquette","PF",5,1,0,0,6,0,0.514,20,2
"1709",FALSE,1982,"Mark Radford","SG",0,1,0,0,3,0,0.54,8,1
"1710",FALSE,1982,"Ed Rains","SF",1,0,0,0,3,0,0.435,13,1
"1711",FALSE,1982,"Kurt Rambis","PF",5,0,1,0,4,1,0.518,17,2
"1712",FALSE,1982,"Kelvin Ransey","PG",2,7,0,1,16,2,0.46,31,2
"1713",FALSE,1982,"James Ray","PF",1,0,0,0,3,0,0.44,6,1
"1714",FALSE,1982,"Robert Reid","SF",6,4,0,1,13,2,0.456,37,3
"1715",FALSE,1982,"Kevin Restani","PF",2,0,0,0,1,0,0.364,10,1
"1716",FALSE,1982,"Kevin Restani","PF",2,0,0,0,1,0,0.321,11,1
"1717",FALSE,1982,"Kevin Restani","PF",2,0,0,0,1,0,0.383,9,1
"1718",FALSE,1982,"Clint Richardson","SG",1,1,0,0,4,1,0.452,13,1
"1719",FALSE,1982,"Micheal Ray","PG",6,6,0,2,17,3,0.461,37,3
"1720",FALSE,1982,"Rick Robey","C",3,0,0,0,5,1,0.493,14,2
"1721",FALSE,1982,"Cliff Robinson","PF",8,1,1,1,18,2,0.453,31,3
"1722",FALSE,1982,"Cliff Robinson","PF",8,1,1,1,20,2,0.455,32,3
"1723",FALSE,1982,"Cliff Robinson","PF",9,1,1,1,16,2,0.451,31,3
"1724",FALSE,1982,"Jackie Robinson","SF",1,0,0,0,3,0,0.333,9,0
"1725",FALSE,1982,"Truck Robinson","PF",9,2,0,0,19,2,0.513,37,2
"1726",FALSE,1982,"Bill Robinzine","PF",2,0,0,0,5,1,0.446,11,2
"1727",FALSE,1982,"Dave Robisch","C",5,2,0,0,12,1,0.453,21,2
"1728",FALSE,1982,"John Roche","SG",0,2,0,0,4,0,0.453,12,1
"1729",FALSE,1982,"Tree Rollins","C",7,0,2,0,6,1,0.584,25,3
"1730",FALSE,1982,"Lorenzo Romar","PG",1,2,0,0,6,1,0.504,15,1
"1731",FALSE,1982,"Dan Roundfield","PF",11,2,1,1,18,3,0.466,36,3
"1732",FALSE,1982,"Jeff Ruland","C",9,1,0,0,14,2,0.561,27,3
"1733",FALSE,1982,"Campy Russell","SF",3,3,0,1,13,2,0.478,30,2
"1734",FALSE,1982,"DeWayne Scales","PF",1,0,0,0,1,0,0.2,8,1
"1735",FALSE,1982,"Danny Schayes","C",5,1,0,0,7,1,0.481,19,3
"1736",FALSE,1982,"Alvin Scott","SF",3,1,0,0,6,1,0.497,21,2
"1737",FALSE,1982,"Craig Shelton","SF",0,0,0,0,1,0,0.333,5,0
"1738",FALSE,1982,"Lonnie Shelton","PF",6,3,0,1,14,2,0.486,32,3
"1739",FALSE,1982,"Purvis Short","SF",3,2,0,0,14,1,0.488,23,2
"1740",FALSE,1982,"Jerry Sichting","PG",1,2,0,0,4,0,0.469,15,1
"1741",FALSE,1982,"Jack Sikma","C",12,3,1,1,19,2,0.479,37,3
"1742",FALSE,1982,"James Silas","SG",1,3,0,0,11,1,0.438,21,1
"1743",FALSE,1982,"Jim Smith","PF",2,0,0,0,2,0,0.509,11,2
"1744",FALSE,1982,"Larry Smith","PF",10,1,0,0,7,1,0.534,29,3
"1745",FALSE,1982,"Phil Smith","SG",2,4,0,0,11,2,0.447,27,2
"1746",FALSE,1982,"Phil Smith","SG",2,4,0,0,13,2,0.44,30,3
"1747",FALSE,1982,"Phil Smith","SG",2,2,0,0,8,1,0.468,22,2
"1748",FALSE,1982,"Randy Smith","SG",1,3,0,1,10,1,0.465,24,2
"1749",FALSE,1982,"Robert Smith","PG",0,2,0,0,6,0,0.473,18,2
"1750",FALSE,1982,"Ricky Sobers","SG",1,3,0,0,11,2,0.453,24,2
"1751",FALSE,1982,"Jim Spanarkel","SG",2,2,0,1,10,1,0.479,21,1
"1752",FALSE,1982,"Rory Sparrow","PG",2,5,0,1,10,1,0.501,31,2
"1753",FALSE,1982,"Larry Spriggs","SF",1,1,0,0,3,1,0.636,9,1
"1754",FALSE,1982,"Kevin Stacom","SG",1,1,0,0,4,1,0.412,12,0
"1755",FALSE,1982,"Brian Taylor","PG",2,5,0,1,10,2,0.503,31,2
"1756",FALSE,1982,"Carlos Terry","SG",0,0,0,0,0,0,0.2,4,1
"1757",FALSE,1982,"Reggie Theus","SG",3,5,0,1,18,3,0.469,34,2
"1758",FALSE,1982,"Isiah Thomas*","PG",2,7,0,2,17,4,0.424,33,3
"1759",FALSE,1982,"David Thompson*","SG",2,1,0,0,14,2,0.486,20,2
"1760",FALSE,1982,"Mychal Thompson","C",11,4,1,0,20,3,0.523,39,2
"1761",FALSE,1982,"Ray Tolbert","PF",1,0,0,0,3,0,0.495,9,1
"1762",FALSE,1982,"Ray Tolbert","PF",2,0,0,0,3,1,0.455,9,1
"1763",FALSE,1982,"Ray Tolbert","PF",1,0,0,0,3,0,0.506,9,1
"1764",FALSE,1982,"Andrew Toney","SG",1,3,0,0,16,2,0.522,24,3
"1765",FALSE,1982,"Raymond Townsend","SG",0,0,0,0,2,0,0.268,6,1
"1766",FALSE,1982,"Kelly Tripucka","SF",5,3,0,1,21,3,0.496,37,2
"1767",FALSE,1982,"Elston Turner","SF",3,2,0,0,8,1,0.441,24,2
"1768",FALSE,1982,"Terry Tyler","PF",6,1,1,0,9,1,0.523,24,2
"1769",FALSE,1982,"Darnell Valentine","PG",1,3,0,1,6,1,0.413,16,2
"1770",FALSE,1982,"Jan Van","SF",1,0,0,0,3,0,0.5,11,1
"1771",FALSE,1982,"Kiki Vandeweghe","PF",5,3,0,0,21,2,0.56,33,2
"1772",FALSE,1982,"Pete Verhoeven","PF",3,0,0,0,4,0,0.503,17,3
"1773",FALSE,1982,"Jay Vincent","PF",6,2,0,1,21,2,0.497,32,3
"1774",FALSE,1982,"Danny Vranes","SF",2,0,0,0,4,0,0.546,13,1
"1775",FALSE,1982,"Foots Walker","PG",1,5,0,1,5,1,0.413,24,2
"1776",FALSE,1982,"Wally Walker","SF",4,3,0,0,9,1,0.48,28,3
"1777",FALSE,1982,"Kermit Washington","PF",5,1,0,0,5,0,0.487,20,2
"1778",FALSE,1982,"Richard Washington","PF",4,0,0,0,6,1,0.435,17,2
"1779",FALSE,1982,"Marvin Webster","C",5,1,1,0,6,1,0.491,22,2
"1780",FALSE,1982,"Scott Wedman","SF",5,2,0,1,10,1,0.441,30,3
"1781",FALSE,1982,"Paul Westphal","SG",1,5,0,1,11,2,0.443,25,3
"1782",FALSE,1982,"Jerome Whitehead","C",9,1,0,0,13,1,0.559,30,4
"1783",FALSE,1982,"Hawkeye Whitney","SG",1,0,0,0,2,0,0.352,11,1
"1784",FALSE,1982,"Michael Wiley","PF",2,0,0,0,8,1,0.565,16,2
"1785",FALSE,1982,"Bob Wilkerson","SF",3,3,0,1,11,2,0.418,27,2
"1786",FALSE,1982,"Jamaal Wilkes*","SF",4,1,0,1,21,2,0.525,35,2
"1787",FALSE,1982,"James Wilkes","SF",2,1,0,0,5,1,0.481,15,1
"1788",FALSE,1982,"Jeff Wilkins","C",7,1,0,0,9,1,0.437,27,3
"1789",FALSE,1982,"Buck Williams","PF",12,1,1,1,15,2,0.582,34,3
"1790",FALSE,1982,"Freeman Williams","SG",1,1,0,0,12,1,0.443,16,1
"1791",FALSE,1982,"Freeman Williams","SG",1,1,0,0,16,2,0.456,21,2
"1792",FALSE,1982,"Freeman Williams","SG",0,0,0,0,4,0,0.382,8,0
"1793",TRUE,1982,"Gus Williams","PG",3,6,0,2,23,2,0.486,35,2
"1794",FALSE,1982,"Herb Williams","C",7,1,2,0,11,1,0.477,27,2
"1795",FALSE,1982,"Ray Williams","SG",3,5,0,2,20,3,0.462,33,3
"1796",FALSE,1982,"Sam Williams","PF",5,0,1,0,6,1,0.556,18,2
"1797",FALSE,1982,"Sly Williams","SF",3,2,0,1,13,1,0.556,25,2
"1798",FALSE,1982,"Bill Willoughby","SF",3,1,0,0,7,1,0.517,21,2
"1799",FALSE,1982,"Brian Winters","SG",2,4,0,0,15,1,0.501,29,3
"1800",FALSE,1982,"Garry Witts","SF",1,0,0,0,2,0,0.583,10,1
"1801",FALSE,1982,"Al Wood","SG",2,1,0,0,9,1,0.47,19,2
"1802",FALSE,1982,"Al Wood","SG",2,0,0,0,4,0,0.343,12,1
"1803",FALSE,1982,"Al Wood","SG",3,1,0,0,12,2,0.518,23,2
"1804",FALSE,1982,"Howard Wood","SF",1,0,0,0,3,0,0.458,8,0
"1805",FALSE,1982,"Mike Woodson","SG",2,2,0,1,15,1,0.503,28,2
"1806",FALSE,1982,"Mike Woodson","SG",1,2,0,1,11,1,0.441,20,3
"1807",FALSE,1982,"Mike Woodson","SG",3,2,0,1,16,1,0.507,28,2
"1808",FALSE,1982,"Orlando Woolridge","SF",3,1,0,0,7,1,0.513,15,2
"1809",FALSE,1982,"Sam Worthen","PG",0,0,0,0,0,0,0.4,4,0
"1810",FALSE,1982,"Larry Wright","PG",0,0,0,0,0,1,0,6,2
"1811",FALSE,1982,"Rich Yonakor","PF",2,0,0,0,3,0,0.538,7,0
"1812",FALSE,1983,"Kareem Abdul-Jabbar*","C",7,2,2,0,21,2,0.588,32,2
"1813",FALSE,1983,"Alvan Adams","C",6,4,0,1,14,3,0.486,30,3
"1814",FALSE,1983,"Mark Aguirre","SF",6,4,0,0,24,3,0.483,34,3
"1815",FALSE,1983,"Danny Ainge","SG",2,3,0,1,9,1,0.496,25,3
"1816",FALSE,1983,"Dwight Anderson","PG",0,0,0,0,4,1,0.5,6,1
"1817",FALSE,1983,"J.J. Anderson","SF",4,1,0,0,7,1,0.501,18,2
"1818",FALSE,1983,"J.J. Anderson","SF",0,0,0,0,1,0,0.364,3,0
"1819",FALSE,1983,"J.J. Anderson","SF",5,1,0,1,8,1,0.51,22,2
"1820",FALSE,1983,"Richard Anderson","C",3,1,0,0,5,1,0.404,16,2
"1821",FALSE,1983,"Tiny Archibald*","PG",1,6,0,0,10,2,0.425,27,1
"1822",FALSE,1983,"John Bagley","PG",1,2,0,0,5,1,0.432,14,1
"1823",FALSE,1983,"James Bailey","PF",6,0,0,0,13,2,0.497,23,3
"1824",FALSE,1983,"James Bailey","PF",1,0,0,0,3,1,0.5,8,2
"1825",FALSE,1983,"James Bailey","PF",6,0,0,0,14,2,0.497,24,3
"1826",FALSE,1983,"Greg Ballard","SF",6,3,0,1,17,2,0.473,36,2
"1827",FALSE,1983,"Gene Banks","PF",7,3,0,0,14,2,0.55,33,2
"1828",FALSE,1983,"Billy Ray","SG",1,0,0,0,6,0,0.379,16,1
"1829",FALSE,1983,"Billy Ray","SG",1,0,0,0,7,0,0.411,18,1
"1830",FALSE,1983,"Billy Ray","SG",0,0,0,0,1,0,0.125,6,0
"1831",FALSE,1983,"Dave Batton","C",2,0,0,0,3,0,0.445,10,1
"1832",FALSE,1983,"Kent Benson","C",7,2,0,0,9,1,0.467,28,2
"1833",FALSE,1983,"Larry Bird*","PF",11,5,0,1,23,3,0.504,37,2
"1834",FALSE,1983,"Otis Birdsong","SG",2,3,0,1,15,1,0.511,30,2
"1835",FALSE,1983,"Rolando Blackman","SG",3,2,0,0,17,1,0.492,31,1
"1836",FALSE,1983,"Charles Bradley","SG",1,0,0,0,3,0,0.392,10,1
"1837",FALSE,1983,"Dudley Bradley","SG",1,1,0,0,3,1,0.516,11,1
"1838",FALSE,1983,"Brad Branson","PF",2,0,0,0,5,0,0.425,10,1
"1839",FALSE,1983,"Mike Bratz","PG",1,1,0,0,2,0,0.333,9,1
"1840",FALSE,1983,"Ron Brewer","SG",1,1,0,1,11,1,0.426,26,1
"1841",FALSE,1983,"Ron Brewer","SG",1,1,0,0,11,1,0.4,26,1
"1842",FALSE,1983,"Ron Brewer","SG",2,1,0,1,11,1,0.438,26,1
"1843",FALSE,1983,"Junior Bridgeman","SF",3,2,0,0,14,1,0.492,26,2
"1844",FALSE,1983,"Allan Bristow","SF",1,1,0,0,2,0,0.444,10,1
"1845",FALSE,1983,"Jim Brogan","SG",1,1,0,0,3,0,0.427,8,1
"1846",FALSE,1983,"Michael Brooks","SF",6,3,0,1,12,2,0.484,29,3
"1847",FALSE,1983,"Fred Brown","PG",1,3,0,0,10,1,0.52,17,1
"1848",FALSE,1983,"Rickey Brown","C",3,0,0,0,5,1,0.479,13,2
"1849",FALSE,1983,"Rickey Brown","C",3,0,0,0,5,1,0.482,14,2
"1850",FALSE,1983,"Rickey Brown","C",3,0,0,0,4,0,0.471,11,1
"1851",FALSE,1983,"Joe Bryant","SF",3,2,0,1,10,2,0.448,25,3
"1852",FALSE,1983,"Quinn Buckner","SG",2,3,0,1,7,2,0.442,21,2
"1853",FALSE,1983,"Don Buse","PG",1,2,0,1,4,0,0.396,15,1
"1854",FALSE,1983,"Marty Byrnes","SF",2,2,0,0,4,0,0.42,17,1
"1855",FALSE,1983,"Kenny Carr","PF",7,1,0,0,11,2,0.505,28,3
"1856",FALSE,1983,"M.L. Carr","SF",1,0,0,0,4,1,0.429,11,1
"1857",FALSE,1983,"Joe Barry","C",8,2,1,1,24,3,0.513,37,3
"1858",FALSE,1983,"Butch Carter","SG",1,2,0,0,10,1,0.501,21,2
"1859",FALSE,1983,"Bill Cartwright","C",7,1,1,0,15,2,0.566,30,3
"1860",FALSE,1983,"Harvey Catchings","C",5,1,2,0,3,1,0.457,21,3
"1861",FALSE,1983,"Tom Chambers","PF",6,2,0,1,17,2,0.472,33,4
"1862",FALSE,1983,"Maurice Cheeks","PG",2,6,0,2,12,2,0.542,31,2
"1863",FALSE,1983,"Don Collins","SF",3,2,0,1,11,2,0.523,24,2
"1864",FALSE,1983,"Lester Conner","PG",2,3,0,1,4,1,0.479,18,1
"1865",FALSE,1983,"Darwin Cook","PG",2,5,0,2,13,2,0.449,32,2
"1866",FALSE,1983,"Jeff Cook","PF",4,1,0,0,5,1,0.487,17,2
"1867",FALSE,1983,"Jeff Cook","PF",2,1,0,0,3,1,0.43,12,1
"1868",FALSE,1983,"Jeff Cook","PF",6,1,0,0,7,1,0.537,26,3
"1869",FALSE,1983,"Joe Cooper","C",4,0,1,0,4,1,0.514,16,2
"1870",FALSE,1983,"Joe Cooper","C",1,0,0,0,1,1,0.25,5,1
"1871",FALSE,1983,"Joe Cooper","C",2,0,0,0,3,1,0.556,9,1
"1872",FALSE,1983,"Joe Cooper","C",5,1,1,0,5,1,0.525,21,3
"1873",FALSE,1983,"Michael Cooper","SG",3,3,0,1,7,1,0.535,26,2
"1874",FALSE,1983,"Wayne Cooper","C",7,1,1,0,9,2,0.443,26,3
"1875",FALSE,1983,"Dave Corzine","C",8,1,1,0,13,2,0.497,30,2
"1876",FALSE,1983,"Dave Cowens*","PF",6,2,0,0,8,1,0.444,25,3
"1877",FALSE,1983,"Chubby Cox","SG",1,0,0,0,4,1,0.351,11,2
"1878",FALSE,1983,"Charlie Criss","PG",1,1,0,0,6,0,0.451,13,0
"1879",FALSE,1983,"Geoff Crompton","C",3,0,0,0,2,0,0.412,10,1
"1880",FALSE,1983,"Pat Cummings","C",8,1,0,0,12,2,0.493,28,3
"1881",FALSE,1983,"Terry Cummings","PF",10,2,0,1,23,2,0.523,36,4
"1882",FALSE,1983,"Earl Cureton","C",3,0,0,0,3,1,0.419,13,1
"1883",FALSE,1983,"Quintin Dailey","SG",3,3,0,0,15,2,0.466,27,3
"1884",FALSE,1983,"Adrian Dantley*","SF",6,4,0,0,30,3,0.58,40,2
"1885",FALSE,1983,"Brad Davis","PG",2,7,0,1,11,1,0.572,29,2
"1886",FALSE,1983,"Charles Davis","SF",2,0,0,0,7,1,0.47,15,1
"1887",FALSE,1983,"Johnny Davis","SG",2,5,0,0,12,2,0.455,27,1
"1888",FALSE,1983,"Mike Davis","PF",1,0,0,0,1,0,0.4,3,0
"1889",FALSE,1983,"Walter Davis","SG",2,4,0,1,19,2,0.516,31,2
"1890",FALSE,1983,"Darryl Dawkins","C",5,1,1,0,11,3,0.599,25,4
"1891",FALSE,1983,"Kenny Dennard","PF",2,0,0,0,1,0,0.324,10,1
"1892",FALSE,1983,"Coby Dietrick","C",1,0,0,0,0,0,0.2,4,0
"1893",FALSE,1983,"James Donaldson","C",6,1,1,0,8,1,0.583,21,2
"1894",FALSE,1983,"John Douglas","SG",0,0,0,0,1,0,0.167,4,0
"1895",FALSE,1983,"Leon Douglas","C",1,0,0,0,0,0,0.667,9,2
"1896",FALSE,1983,"John Drew","SF",5,2,0,0,21,3,0.474,27,3
"1897",FALSE,1983,"Larry Drew","PG",2,8,0,1,20,3,0.492,35,2
"1898",FALSE,1983,"Terry Duerod","SG",0,1,0,0,3,1,0.474,9,1
"1899",FALSE,1983,"Mike Dunleavy","PG",1,5,0,0,7,2,0.418,20,2
"1900",FALSE,1983,"T.R. Dunn","SG",7,2,0,1,7,1,0.482,32,2
"1901",FALSE,1983,"John Duren","PG",1,2,0,0,4,1,0.453,17,2
"1902",FALSE,1983,"Mark Eaton","C",5,1,3,0,4,1,0.414,18,3
"1903",FALSE,1983,"Jerry Eaves","PG",1,2,0,0,9,1,0.487,19,1
"1904",FALSE,1983,"Keith Edmonson","SG",1,0,0,0,3,0,0.345,9,1
"1905",FALSE,1983,"Franklin Edwards","PG",1,2,0,1,6,1,0.472,15,1
"1906",FALSE,1983,"James Edwards","C",5,1,0,0,10,1,0.487,21,3
"1907",FALSE,1983,"James Edwards","C",6,0,0,0,12,2,0.487,25,4
"1908",FALSE,1983,"James Edwards","C",3,1,0,0,8,1,0.487,17,3
"1909",FALSE,1983,"Len Elmore","C",3,0,0,0,3,1,0.398,13,1
"1910",FALSE,1983,"Chris Engler","C",1,0,0,0,1,0,0.404,6,1
"1911",FALSE,1983,"Alex English*","SF",7,4,1,1,28,3,0.516,36,2
"1912",FALSE,1983,"Julius Erving*","SF",6,3,1,1,21,2,0.517,33,2
"1913",FALSE,1983,"Mike Evans","SG",1,2,0,0,6,1,0.473,16,2
"1914",FALSE,1983,"Bruce Flowers","PF",3,0,0,0,4,0,0.534,13,1
"1915",FALSE,1983,"Sleepy Floyd","PG",1,1,0,0,8,1,0.429,16,1
"1916",FALSE,1983,"Sleepy Floyd","PG",0,1,0,0,5,0,0.426,11,1
"1917",FALSE,1983,"Sleepy Floyd","PG",2,2,0,1,11,2,0.431,22,2
"1918",FALSE,1983,"Phil Ford","PG",1,3,0,0,6,1,0.479,20,2
"1919",FALSE,1983,"Phil Ford","PG",1,5,0,0,6,3,0.571,23,3
"1920",FALSE,1983,"Phil Ford","PG",1,3,0,0,6,1,0.471,20,2
"1921",FALSE,1983,"World B.","SG",2,3,0,1,23,2,0.456,36,3
"1922",FALSE,1983,"World B.","SG",2,4,0,0,22,2,0.451,36,3
"1923",FALSE,1983,"World B.","SG",2,3,0,1,24,2,0.458,35,3
"1924",FALSE,1983,"Bill Garnett","C",5,1,0,0,6,1,0.533,18,3
"1925",FALSE,1983,"Calvin Garrett","SF",1,0,0,0,2,0,0.364,8,1
"1926",FALSE,1983,"George Gervin*","SG",4,3,0,1,26,3,0.487,36,3
"1927",FALSE,1983,"Artis Gilmore*","C",12,1,2,0,18,3,0.626,34,3
"1928",FALSE,1983,"Mike Glenn","SG",1,1,0,0,7,0,0.518,15,1
"1929",FALSE,1983,"Mike Gminski","C",4,0,1,0,7,1,0.5,15,1
"1930",FALSE,1983,"Glen Gondrezick","PF",3,1,0,1,4,0,0.456,14,2
